2010-08-18,5
2010-08-19,10
2010-08-20,15
2010-08-21,16
2010-08-22,7
2010-08-23,9
2010-08-24,9
2010-08-25,12
2010-08-26,15
2010-08-27,13
2010-08-28,8
2010-08-29,11
2010-08-30,11
2010-08-31,12
2010-09-01,11
2010-09-02,8
2010-09-03,11
2010-09-04,14
2010-09-05,11
2010-09-06,8
2010-09-07,8
2010-09-08,8
2010-09-09,11
2010-09-10,16
2010-09-11,9
2010-09-12,8
2010-09-13,8
2010-09-14,11
2010-09-15,14
2010-09-16,13
2010-09-17,7
2010-09-18,17
2010-09-19,3
2010-09-20,11
2010-09-21,12
2010-09-22,12
2010-09-23,11
2010-09-24,10
2010-09-25,13
2010-09-26,7
2010-09-27,3
2010-09-28,9
2010-09-29,10
2010-09-30,15
2010-10-01,11
2010-10-02,9
2010-10-03,4
2010-10-04,12
2010-10-05,12
2010-10-06,7
2010-10-07,11
2010-10-08,9
2010-10-09,14
2010-10-10,2
2010-10-11,12
2010-10-12,16
2010-10-13,14
2010-10-14,14
2010-10-15,18
2010-10-16,16
2010-10-17,14
2010-10-18,8
2010-10-19,16
2010-10-20,9
2010-10-21,11
2010-10-22,10
2010-10-23,9
2010-10-24,9
2010-10-25,14
2010-10-26,13
2010-10-27,12
2010-10-28,11
2010-10-29,17
2010-10-30,19
2010-10-31,8
2010-11-01,5
2010-11-02,6
2010-11-03,13
2010-11-04,14
2010-11-05,21
2010-11-06,13
2010-11-07,11
2010-11-08,7
2010-11-09,11
2010-11-10,7
2010-11-11,8
2010-11-12,15
2010-11-13,14
2010-11-14,6
2010-11-15,5
2010-11-16,10
2010-11-17,13
2010-11-18,13
2010-11-19,14
2010-11-20,12
2010-11-21,5
2010-11-22,8
2010-11-23,14
2010-11-24,12
2010-11-25,8
2010-11-26,11
2010-11-27,18
2010-11-28,11
2010-11-29,5
2010-11-30,12
2010-12-01,8
2010-12-02,14
2010-12-03,13
2010-12-04,15
2010-12-05,8
2010-12-06,15
2010-12-07,14
2010-12-08,10
2010-12-09,8
2010-12-10,14
2010-12-11,11
2010-12-12,9
2010-12-13,9
2010-12-14,11
2010-12-15,14
2010-12-16,14
2010-12-17,16
2010-12-18,20
2010-12-19,15
2010-12-20,10
2010-12-21,9
2010-12-22,12
2010-12-23,13
2010-12-24,18
2010-12-25,17
2010-12-26,11
2010-12-27,12
2010-12-28,11
2010-12-29,11
2010-12-30,10
2010-12-31,12
2011-01-01,20
2011-01-02,11
2011-01-03,12
2011-01-04,12
2011-01-05,15
2011-01-06,7
2011-01-07,11
2011-01-08,19
2011-01-09,5
2011-01-10,6
2011-01-11,5
2011-01-12,12
2011-01-13,14
2011-01-14,15
2011-01-15,17
2011-01-16,16
2011-01-17,14
2011-01-18,7
2011-01-19,13
2011-01-20,11
2011-01-21,17
2011-01-22,11
2011-01-23,10
2011-01-24,6
2011-01-25,10
2011-01-26,8
2011-01-27,10
2011-01-28,13
2011-01-29,11
2011-01-30,15
2011-01-31,13
2011-02-01,10
2011-02-02,9
2011-02-03,16
2011-02-04,12
2011-02-05,13
2011-02-06,8
2011-02-07,6
2011-02-08,13
2011-02-09,16
2011-02-10,17
2011-02-11,14
2011-02-12,17
2011-02-13,8
2011-02-14,12
2011-02-15,7
2011-02-16,15
2011-02-17,16
2011-02-18,15
2011-02-19,20
2011-02-20,12
2011-02-21,15
2011-02-22,10
2011-02-23,16
2011-02-24,12
2011-02-25,17
2011-02-26,19
2011-02-27,9
2011-02-28,7
2011-03-01,15
2011-03-02,17
2011-03-03,13
2011-03-04,14
2011-03-05,15
2011-03-06,9
2011-03-07,15
2011-03-08,10
2011-03-09,18
2011-03-10,15
2011-03-11,13
2011-03-12,14
2011-03-13,12
2011-03-14,9
2011-03-15,6
2011-03-16,15
2011-03-17,13
2011-03-18,19
2011-03-19,13
2011-03-20,9
2011-03-21,11
2011-03-22,10
2011-03-23,11
